ID,ACCOUNTID,DATE,QUERY,TEXT,LABEL
"299","JennM_P","#COVID19",2020-08-31 19:32:34.0,"RT DrEricDing Breaking US has now surpassed 6000000 cases of COVID19 Timeline1 million cases on April 282 million cases on June", "0"
"300","AbhiAry06716644","#COVID19",2020-08-31 19:32:33.0,"RT nidhiindiatv Latest from WHO The more control countries have over the virus the more they can open upOpening up without having c", "0"
"301","thiedta","#COVID19",2020-08-31 19:32:32.0,"Whether someone dies simply because they had COVID19 or because virus exacerbated underlying disease makes NO DIFFERENCE   Death is death  Wear a MASK  protect the vulnerable Its what good humans do", "0"
"302","vipul_satyendra","#COVID19",2020-08-31 19:32:31.0,"RT BloodDonorsIn PatnaNeed Blood Type   BpositiveAt  AIIMS Blood Component  Need Plasma from Bve COVID19 recovered patientPr", "0"
"303","IndiaAwakened_","#COVID19",2020-08-31 19:32:30.0,"RT msirsiwal I know my friends are trending ResignNirmala but I am of the view that not nsitharaman but also narendramodi must resing", "0"
"304","pozaccountant","#COVID19",2020-08-31 19:32:30.0,"RT UNAIDS If youre living with HIV here are some steps you can take to stay healthy during COVID19StaySafe", "0"
"305","CongressmanAK","#COVID19",2020-08-31 19:32:29.0,"RT dhananjayarai GDPData PranabMukherjee ChinaIndiaFaceoff EconomicCrisis COVID19 all worrying and sad issues are ther but these", "0"
"306","GlobalPandemics","#COVID19",2020-08-31 19:32:29.0,"ALERT US coronavirus cases pass 6 million  Global Pandemic News  Coronavirus COVID19 Protests   ", "0"
"307","_gajarvis","#COVID19",2020-08-31 19:32:28.0,"RT HaraldofW  As of today 19 ICU beds needed in the entire country due to covid19 Schools open no masks mandated possibly opening", "0"
"308","Apollon101","#COVID19",2020-08-31 19:32:28.0,"If because of COVID19 the govt can find the money to rehome the homeless give rough sleepers a bed for the night provide food vouchers for hungry kids  throw money at the NHS then why not beforeRemember Austerity was a choice Not a necessitymondaythoughts", "0"
"309","IrwinJMainway","#COVID19",2020-08-31 19:32:28.0,"RT ourwesternblock I believe Alberta is the only province that displayed COVID death by percent of COVID19 cases with no comorbidities", "0"
"310","Thebridgecapit1","#COVID19",2020-08-31 19:32:27.0,"Welcome back to Macro Mondays Weekly snapshots of the global economyToday its all about the UKs current economic plightbritain macromonday thebridgecapital  covid19 economy money ", "0"
"311","drhilary_joyce","#COVID19",2020-08-31 19:32:27.0,"RT theMJA How will doctors learn after the COVID19 pandemic Prof DrSteveRobson  Brendan Grabau write openaccess in InSight  surve", "0"
"312","Warrior050505","#COVID19",2020-08-31 19:32:27.0,"RT InformedNJNurse Today is August 31st we have had NO COVID19 in our hospital system for 3 months OpenOurCountry", "0"
"313","ledzep125","#COVID19",2020-08-31 19:32:25.0,"RT MerlinofCanada Alberta reports 158 new cases of COVID19 second highest day since June 1st Alberta does not have a handle on coronav", "0"
"314","OneNorth","#COVID19",2020-08-31 19:32:25.0,"RT TEKPresident Our latest research shows how organizations are leveraging technology to reemerge from the pandemic stronger Download th", "0"
"315","beverleyHardma5","#COVID19",2020-08-31 19:32:25.0,"RT elleprovocateur Most by now are somewhat familiar with the Imperial College study March 16 2020 For those not familiar take a mo", "0"
"316","GoAffirmations","#COVID19",2020-08-31 19:32:23.0,"Try your luck in our Big Wine Pour Raffle and win over 100 bottles of assorted wine Each entry is 10 and all funds raised will go towards the COVID19 relief efforts at GoAffirmations  BigWinePour BigMASKeradeBash LGBTQ ISupportAffirmations ", "0"
"317","marym50978815","#COVID19",2020-08-31 19:32:23.0,"RT Dunroamin4ever ItDidntHaveToBeThisBadKamalaHarris No it didnt  its called Bipartisanship  But TheDemocrats cant bring them", "0"
"318","KaveriThiyagara","#COVID19",2020-08-31 19:32:23.0,"RT LiveLawIndia Supporting students appearing for NEET  JEE exams Railways has permitted them and their guardians to travel by speci", "0"
"319","Colin_Hung","#COVID19",2020-08-31 19:32:23.0,"Our 3 studies have shown that wearables data can help in the detection of COVID19  in combination with other CDCgov symptom monitoringscreening We can test more intelligently Dr John Moore FitbitHealth HITsm ", "0"
"320","NazzarenoMilane","#COVID19",2020-08-31 19:32:22.0,"RT AJContrast COVID19 poses a serious threat to Rohingya refugees living in overcrowded camps in Coxs BazarLess than 1 percent of th", "0"
"321","UMNSurgery","#COVID19",2020-08-31 19:32:22.0,"RT MHealthFairview With Black Minnesotans accounting for 25 of COVID19 hospitalizations but only 7 of our population bringing free te", "0"
"322","sumanebot","#COVID19",2020-08-31 19:32:22.0,"RT SriLankaTweet US Defence Secretary Mark Esper had a phone call with President Gotabaya Rajapaksa and discussed cooperation in respondi", "0"
"323","YAPD2020","#COVID19",2020-08-31 19:32:22.0,"RT GPforEducation We want to hear from youOn Sept 9 well be discussing GenderEquality GirlsEducation  COVID19 whighlevel poli", "0"
"324","CyntianW","#COVID19",2020-08-31 19:32:21.0,"RT AOECOIN Breaking BreakingNews MULTIBILLION Dollar Class Action lawsuit Launched against CRIMINAL Victoria Premier DanAndrews for", "0"
"325","YAPD2020","#COVID19",2020-08-31 19:32:21.0,"RT UN  Wash your hands frequently Avoid touching your face Cover your cough Avoid crowded places Stay home if unwellMore tips", "0"
"326","globaltimesnews","#COVID19",2020-08-31 19:32:21.0,"India could see over 100000 daily COVID19 cases as the virus spreads observers said adding that India should turn to China for help and stop stoking antiChina sentiment ", "0"
"327","BirgittaDE2","#COVID19",2020-08-31 19:32:20.0,"RT assembleaint  In a new case of state media manipulation Spanish public TV highlights Catalonia as the territory with most COV", "0"
"328","DeployedLogix","#COVID19",2020-08-31 19:32:20.0,"RT Southcom US COVID19 assistance SOUTHCOMs Civilian Deputy to the Commander Amb Jean Manes on the overall US effort  command", "0"
"329","ellie_kincaid","#COVID19",2020-08-31 19:32:19.0,"RT angierasmussen I agree that SARSCoV2 COVID19 coronavirus ocular exposure needs more research but Id hold off on assuming that th", "0"
"330","blogdiva","#COVID19",2020-08-31 19:32:19.0,"RT WHO I would like to think the EUCommission for its announcement today that it is joining the COVAX Facility and for its contributi", "0"
"331","OgnianZlatev","#COVID19",2020-08-31 19:32:18.0,"RT EUinEthiopia TeamEurope supports Ethiopia  IGAD in fight against COVID19 EU finances 60M 25 billion Birr of medical supplies t", "0"
"332","bloodtribeelect","#COVID19",2020-08-31 19:32:17.0,"RT calgaryherald Albertas chief medical officer of health has signed a public health order removing a physical distancing requirement fo", "0"
"333","akramnaji9","#COVID19",2020-08-31 19:32:17.0,"RT WHO FACT Spraying and introducing bleach or another disinfectant into your body WILL NOT protect you against COVID19 and can be dang", "0"
"334","LEELAKRISHNAK1","#COVID19",2020-08-31 19:32:16.0,"RT SanjaySDutt Heartening to know that INCTamilNadu Leader Shri rubymanoharan has defeated COVID19  returned back home after his di", "0"
"335","pmagnuson77","#COVID19",2020-08-31 19:32:15.0,"RT WeAreNotNumbers To help people stay home and abide by the curfew to prevent the spread of COVID19 the Civil Defence units in the nor", "0"
"336","FabBuxy","#COVID19",2020-08-31 19:32:14.0,"Well 73 school days between now and Christmas schoolsreopening probably catch COVID19 before then  educationgovuk doesnt care  they have made contingency plans for when teachers die", "0"
"337","therealemale","#COVID19",2020-08-31 19:32:14.0,"RT BFlyReport DisgracefulDonald 180000  dead from COVID19 and not a peep from the selfaggrandizing perfidious Piss Ant brained Pr", "0"
"338","Boomel","#COVID19",2020-08-31 19:32:14.0,"RIP land of the herdCOVID19 ", "0"
"339","komanetshepiso","#COVID19",2020-08-31 19:32:13.0,"RT MalemaMantoa I am giving away R20000 to four random people To enter just like and retweet this post Make sure you are following me", "0"
"340","PinkyDonaldson","#COVID19",2020-08-31 19:32:13.0,"RT blackwomenviews You got to be a real sick POS to tweet from the account of a guy who died from COVID19 that the disease is not that d", "0"
"341","JohnStonesthro","#COVID19",2020-08-31 19:32:13.0,"Be sure to check out this story about how one school district Hermosa Beach is getting ready to go BackToSchool amid COVID19 great insight from teachersadmin about their challenges and plans By my favorite reporter   LATstephanie", "0"
"342","CroninLetty","#COVID19",2020-08-31 19:32:12.0,"RT paulreiddublin Covid19 We should live with hope and confidence and not fear Our schools are open Weve managed the impact on hospi", "0"
"343","MattTweetsHere","#COVID19",2020-08-31 19:32:12.0,"It took COVID19 to make me sympathise with Piers Corbyn What the hell is going on 10k fine for exercising the right to protest", "0"
"344","LaurenMcgowan","#COVID19",2020-08-31 19:32:12.0,"Awesome morning welcoming the new class of UnitedWayKC AmeriCorps and AmeriCorpsVISTA members I cant wait to watch these emerging leaders help our region respond to and recover from the economic impacts of covid19 and dismantle our unjust and racist systems", "0"
"345","sylvestrerapha","#COVID19",2020-08-31 19:32:11.0,"RT HeartlineHaiti According to the Ministry of Public Health 13 new cases of Covid19 would have been confirmed in Haiti in 24 hours th", "0"
"346","NewIndianXpress","#COVID19",2020-08-31 19:32:10.0,"RT XpressBengaluru TNIENewsBulletinKarnataka govt issues Unlock 4 guidelines Kalasipalya and KR markets to open from Sept 1preejap1", "0"
"347","dennisckurian","#COVID19",2020-08-31 19:32:09.0,"RT terencefdes Did someone say in BJP4India that Covid19 is ActOfGod Now Which god But this one knows only of Livin", "0"
"348","blogdiva","#COVID19",2020-08-31 19:32:09.0,"RT WHO Meanwhile we are continuing to work with our partners through the ACT Accelerator and the COVAX Facility to ensure that once a v", "0"
"349","SolidaryW","#COVID19",2020-08-31 19:32:09.0,"August 28th reopening of the citys reception centres Court decision reversing the decree issued by the city of Melilla considering the measures taken to be disproportionate for the low number of Covid19 cases", "0"
"350","leemitchellr","#COVID19",2020-08-31 19:32:09.0,"RT WFPUSA 45 of deaths among children under 5 are caused by hunger COVID19 threatens to push even more children to brink  WFP pro", "0"
"351","NersesianSarah","#COVID19",2020-08-31 19:32:07.0,"The origin of COVID19 vs SARS vs MERS  ", "0"
"352","Rowandalee1","#COVID19",2020-08-31 19:32:07.0,"TruthSoldierz abc7breaking If you are dying of cancer or lupus or diabetes and you die on a car accident the cause of death is not cancer or lupus the CAUSE of death is what PRECIPITATED the death same with COVID19 these  CDCLied is to help trumps narrative 180KAmericansDEAD", "0"
"353","jackermann","#COVID19",2020-08-31 19:32:07.0,"The Vancouver Aquarium is announcing a pause in public programming as of September 8th resulting in the loss of 209 fulltime parttime and casual positions  primarily among operational staff COVID19 ", "0"
"354","remote_job","#COVID19",2020-08-31 19:32:06.0," New Remote Job Listing              Customer Service Representative  Work From Home             remotejobs remotework workfomehome jobs covid19", "0"
"355","box_analysis","#COVID19",2020-08-31 19:32:06.0,"Tickets booked for tenet CineplexMovies Toronto for tomorrow I was trying to avoid going to a place of gathering dueto   COVID19 but since its ChristopherNolan johndavidwashington RobertPattinson together worth the wait  ", "0"
"356","Ranjita1610","#COVID19",2020-08-31 19:32:05.0,"RT ParishkarW Best Tricks For Subject  Verb Agreement  English  English Tricksenglishtricks englishforall", "0"
"357","Avaneesh2020","#COVID19",2020-08-31 19:32:05.0,"RT sagarikaghose Manufac shrinks to MINUS 393 mining shrinks to MINUS 233 construction shrinks to MINUS 50 Overall Q1 GDP contract", "0"
"358","blogdiva","#COVID19",2020-08-31 19:32:04.0,"RT WHO This is all part of our commitment to supporting every sector to reopen as safely as possibleDrTedros COVID19", "0"
"359","sisblue3","#COVID19",2020-08-31 19:32:04.0,"RT CraigASpencer Were already seeing it in our ERs and clinicsSo many who survived COVID19 but continue to experience longterm sy", "0"
"360","MatthewKletter","#COVID19",2020-08-31 19:32:04.0,"GovMurphy People that solely blame Gov Murphy for trying to keep us safe need to realize that Trump still has not taken any legitimate action to slow the spread of COVID19", "0"
"361","Infoway","#COVID19",2020-08-31 19:32:02.0,"RT GovCanHealth Today is International Overdose Awareness DayDuring COVID19 many areas of  are reporting  opioidrelated overdos", "0"
"362","mtonykurian","#COVID19",2020-08-31 19:32:01.0,"lockdown did contribute to the contraction of GDP but our economy was in very bad shape due to the mismanagement of ModiGovernment even before COVID19 was declared as a pandemic  remember and remind everyone this before GodiMedia spin the narrative on GDPData ", "0"
"363","APA","#COVID19",2020-08-31 19:32:01.0,"Even before COVID19 mental health concerns were on the rise among college students The continued uncertainty and disruption of the pandemic has only increased their need for effective mental health services says APAs Dr Catherine Grus ", "0"
"364","SianeP","#COVID19",2020-08-31 19:32:01.0,"RT OfficialCause4 Coronavirus COVID19 guidance for the charity sector On the GOVUK website there is lots of guidance  here from Ch", "0"
"365","pjaro62","#COVID19",2020-08-31 19:32:00.0,"Hearing trump supporters saying theyre still supporting him because theyre scared of violence and small business dying Trump is RESPONSIBLE for the violence and his failed response to COVID19 is why SmallBusiness is dying Wtf ", "0"
"366","DarkMistress899","#COVID19",2020-08-31 19:32:00.0,"RT SimmonsUniv Will the COVID19 pandemic bring lasting changes to public libraries Kate Leppanen 04MS shares how the carymemlibrary h", "0"
"367","vubblePOP","#COVID19",2020-08-31 19:32:00.0,"Can outdoor schooling work for everyone  via NewsHour school BackToSchool BackToSchool2020 educationa outdoor outdoors nature TEACHers teaching pandemic COVID19 COVID19 COVID publicmedia ViewFromTheUSA", "0"
"368","Soniraja4","#COVID19",2020-08-31 19:31:59.0,"Indian GDP contracted  239 in first quarter of 202021First economic contraction in 4 decadesFrom hoping for double digit of positive growth to double digit of negative growthActOfGod or actofGDPGrowth EconomicCrisis COVID19 GDPData unemployment", "0"
"369","jbrink2132","#COVID19",2020-08-31 19:31:58.0,"RT kawarthaNOW Ptbo drivethrough COVID19 testing clinic relocates to Northcrest Arena on Tue Sep 8 The clinic for people without symp", "0"
"370","LuMoS__NoX__","#COVID19",2020-08-31 19:31:58.0,"RT LoZanzi Extremely happy to share this Harvard harvardmed Immunology Webinar Series are starting next week and thanks to COVID19", "0"
"371","DrLynnSimpson","#COVID19",2020-08-31 19:31:57.0,"Congratulations New Yorkers  COVID19 ", "0"
"372","JoZPina","#COVID19",2020-08-31 19:31:56.0,"RT LaurieGarrett Brace for October Surprise  Pres Trump is almost certain to claim the govt has approved a COVID19 vaccine b4 El", "0"
"373","Didier_Pistophe","#COVID19",2020-08-31 19:31:56.0,"RT KidKool4U Now that this Plandemic has been exposed and COVID19 is a joke that only 14 of people who tested positive show flulike", "0"
"374","deanofdublin","#COVID19",2020-08-31 19:31:55.0,"RT zen4ever2us Under Pressure From Trump FDA Admits It Might Approve Vaccine Before Trials End The Food and Drug Administration has a", "0"
"375","utscarts","#COVID19",2020-08-31 19:31:55.0,"RT meluka01 midiono utsc utscarts kmdi so excited that this video project is out there What a wonderful experience with students fr", "0"
"376","andrew_peterman","#COVID19",2020-08-31 19:31:55.0,"RT GeoRebekah FloridaSchools opened today HealthyFla and GovRonDeSantis have told schools not to report COVID19 cases These are our", "0"
"377","UNDPArabStates","#COVID19",2020-08-31 19:31:55.0,"RT undpiniraq In Karbala UNDP is supporting the Gov of Iraq to fight back against COVID19 throughConstruction of 20 Isolation", "0"
"378","olusomoka_mary","#COVID19",2020-08-31 19:31:55.0,"Make us your shoe plugMondayMotivation AllOrNothing COVID19 AmnestyOrScam MondayMotivaton CMCXErica JungkookDay MutajeroByLilkold PrincessDiana covidmillionaires Havertz BBErica JUNGKOOK handmade madeinnigeria ", "0"
"379","OlumideIDOWU","#COVID19",2020-08-31 19:31:54.0,"RT CIPclimate  The Climate Investment Platform is launching its newsletter Sign up for the latest news on how we work with countries", "0"
"380","TheNationUS","#COVID19",2020-08-31 19:31:53.0,"WATCH Police Go Where the Crime Is   DefendThePolice COVID19 trump2020 TrumpViolence", "0"
"381","TweetShirtLLC","#COVID19",2020-08-31 19:31:53.0,"TMGStockTips stoolpresidente Is COVID panic dumb  COVID19 ", "0"
"382","yesyeskay24","#COVID19",2020-08-31 19:31:52.0,"Considering the nonavailability of work  income during lockdown Honourable Supreme Court might have fined PrashantBhushan Rs1  COVID19 prasantbhushan", "0"
"383","mmvillarosa_","#COVID19",2020-08-31 19:31:52.0,"RT WHO Media briefing on COVID19 with DrTedros ", "0"
"384","EswatiniGovern1","#COVID19",2020-08-31 19:31:51.0,"Minister of Health Lizzie Nkosis COVID19 update on 31 August 2020New cases 16Total cases 4577New recoveries 51Total recoveries 3529 ", "0"
"385","CityNews","#COVID19",2020-08-31 19:31:51.0,"RT CityCynthia Im anxious Premier says the first thing he asks every morning is how many kids under 19 tested positive  21 today he", "0"
"386","Stokes_Law","#COVID19",2020-08-31 19:31:51.0,"Gov Inslee issued updated guidance aimed at containing and reducing the spread of COVID19 in agricultural communities Aviva Kamm and Sarah Wixson explain how these changes impact agricultural employers  ", "0"
"387","SWhite_HT","#COVID19",2020-08-31 19:31:50.0,"RT MontgomeryCoNY COVID19 update for MontgomeryCountymohawkvalley comebackstronger ", "0"
"388","enriquegalardi","#COVID19",2020-08-31 19:31:49.0,"RT EduCannotWait Today is World Distance Learning Day ECWs First Emergency Response to Covid19 for crisisaffected children include", "0"
"389","DockreyKelley","#COVID19",2020-08-31 19:31:49.0,"RT ZemanLynnZ realDonaldTrump WEVE HAD ENOUGH Under TrumpTODAY Aug 31 202030 million Americans UNEMPLOYED 187384 Americans", "0"
"390","_kimru","#COVID19",2020-08-31 19:31:48.0,"RT CountyofLA Reminder TODAY is the last day to apply for LA Countys COVID19 Rent Relief", "0"
"391","DenfordCox","#COVID19",2020-08-31 19:31:48.0,"RT BBFarhadi I hope fordnation appreciates that a strong pandemic response gains confidence and that sending students back to unsafe sc", "0"
"392","ragsdale_brady","#COVID19",2020-08-31 19:31:48.0,"RT JaredLongshore There is no pandemic John MacArthurJohn MacArthur  We Have Been Played  YouTubecovid COVID19 cdc  https", "0"
"393","UNHStudents","#COVID19",2020-08-31 19:31:47.0,"RT UofNH Welcome back Wildcats Its the first day of classes and were so happy to see you back on campus We also understand how diffe", "0"
"394","Anticap32865768","#COVID19",2020-08-31 19:31:47.0,"RT NNUBonnie Nurses on the frontline of COVID19 have been surveyed and the results will shock you Most are reusing singleuse personal", "0"
"395","Immunize_USA","#COVID19",2020-08-31 19:31:46.0,"DOJ says were past halfway for participants in COVID19 vaccine trials Also says manufacturing of 3 vaccines underway B4 FDA OK so theyll be ready when approved Destroyed if not approved Set up for other 3 underway immunizeUSA VaccinesWork ", "0"
"396","blogdiva","#COVID19",2020-08-31 19:31:46.0,"RT WHO 4 governments must take tailored actions to find isolate test and care for cases  trace and quarantine contacts Widespread", "0"
"397","gdangelokpmg","#COVID19",2020-08-31 19:31:45.0,"KPMGUS CEOOutlook identified the greatest threats to their organizations growth aside from COVID19 Click to read the release  ", "0"
"398","stagencage","#COVID19",2020-08-31 19:31:45.0,"RT MountSinaiNYC Live Dr Leber  Dr Anthony describe their experience returning to the USOpen after being on the frontlines of COVID", "0"
"399","WelshGriffiths","#COVID19",2020-08-31 19:31:45.0,"RT PeterHotez Im concerned about new COVID19 confirmed cases from Harris County Houston TX data in this AMs HoustonChron  After a", "0"
"400","KZagaris","#COVID19",2020-08-31 19:31:43.0,"RT CalOES Unified Command briefing for statewide response to COVID19  wildfireseason was joined by FEMAPete BobatFEMA to discuss l", "0"
"401","maggiesmith200","#COVID19",2020-08-31 19:31:43.0,"People are too selfish to sacrifice a year of their life for the sake of others to have many more WearAMask COVID19 COVID", "0"
"402","whnt","#COVID19",2020-08-31 19:31:43.0,"RT ALPublicHealth Case characteristics on Alabamas COVID19 cases as of 1130 am August 31 are available on our website at ", "0"
"403","MicheleS261","#COVID19",2020-08-31 19:31:42.0,"RT RealDrRusty Now that you know the scientists lied about the Covid numbers is it possible they are bsing us about Global Warming COVI", "0"
"404","Sanjibk71988220","#COVID19",2020-08-31 19:31:41.0,"RT akxt15 BREAKING NEWS Indias GDP has Tested Negative GDPGrowth COVID19 GDPData", "0"
"405","pbcgov","#COVID19",2020-08-31 19:31:41.0,"Visit our dedicated COVID19 webpage for up to date information including the newest Palm Beach County Emergency Orders  MaskOnPBC PBCGov InThisTogether ", "0"
"406","OmanReagan","#COVID19",2020-08-31 19:31:40.0,"RT AbraarKaran Im curious how many covid19 patients Dr Scott Atlas took care of before he decided that herd immunity was a strategy B", "0"
"407","CityNews","#COVID19",2020-08-31 19:31:40.0,"RT CityCynthia Premier Ford says he will not prorogue government will work all the way through covid19", "0"
"408","didaclopez","#COVID19",2020-08-31 19:31:40.0,"RT FLAHAULT 121 Sep 01 to Sep 07  COVID19 Daily Epidemic Forecasting in 209 countries and territories 20 of them detailed below Ris", "0"
"409","AceDailyNews","#COVID19",2020-08-31 19:31:40.0,"CoronavirusNewsDesk  Sweden is seeing a spike in demand for face masks several drug stores said ahead of a possible Uturn by the authorities who have so far doubted their effectiveness in fighting the spread ofCOVID19 ", "0"
"410","rebelrat3","#COVID19",2020-08-31 19:31:39.0,"somebody lost the plot and I do not think it is the bloke in a cupboard COVID19 ", "0"
"411","SikandarMirani","#COVID19",2020-08-31 19:31:39.0,"RT DHADubai The latest update of Coronavirus COVID19 in the UAEWeAreAllResponsible ", "0"
"412","NiteshG66489213","#COVID19",2020-08-31 19:31:38.0,"RT agupta7 Respected narendramodiYou can clearly see that students at the moment are only interested in a justified solution for NEET", "0"
"413","blogdiva","#COVID19",2020-08-31 19:31:38.0,"RT WHO Avoid the three Cs closed spaces crowded places and closecontact settingsDrTedros COVID19", "0"
"414","DHLUS","#COVID19",2020-08-31 19:31:37.0,"RT Samsara DHLUS wasnt going to let the challenges of COVID19 derail their annual Driver Safety Rodeo Click thru to learn how driver", "0"
"415","jmayorga888","#COVID19",2020-08-31 19:31:37.0,"RT JohnRMoffitt I will keep reposting this Thread until Nov 3rd and the last chance to VoteBlue2020  never forget the quarter millio", "0"
"416","houstoninst","#COVID19",2020-08-31 19:31:36.0,"RT SentencingProj Incarcerated people are at a higher risk of COVID19 because they cannot physically distance within facilities It is i", "0"
"417","OEGLB","#COVID19",2020-08-31 19:31:35.0,"RT drjosephjmurray The WFDeaforg WFDYS have partnered with IFHOH and IFHOHYP on these recommendations for accessible communication d", "0"
"418","BerkeleyIYSSE","#COVID19",2020-08-31 19:31:35.0,"8 dead of COVID19 at Foster Farms in Livingston substantial outbreak at Turlock plant as well Dems UFCW allowing plant to keep running Workers must form RankAndFile safety committees to end the carnage NotDyingForWallStreet", "0"
"419","bholebabaaa","#COVID19",2020-08-31 19:31:35.0," GDP report Covid19  Chinese intrusion  Students vs Exam Rhea probeStudents keep an eye on which topic Prime times are discussing today GDPData COVID19 POSTPONEJEENEET ResignNirmala ChinaIndiaFaceoff primetime PostponeExamsOrResignModi", "0"
"420","news_ghana","#COVID19",2020-08-31 19:31:34.0,"Health birthcertificates Covid19 COVID19 stalls issuing of birth certificates in Zimbabwe  ", "0"
"421","HectorLuisAlamo","#COVID19",2020-08-31 19:31:34.0,"when an already sick man gets hit by a pandemic  LatinAmerica COVID19 economy Authoritarianism", "0"
"422","tampaspartans","#COVID19",2020-08-31 19:31:34.0,"RT JaneCastor As we enter into a new academic year  students return to HCCFL UofTampa  USouthFlorida lets work together to preven", "0"
"423","Mc12687200","#COVID19",2020-08-31 19:31:33.0,"RT IYSSEUS In just one week since Central Michigan University reopened 117 new cases of COVID19 have been reported While administrato", "0"
"424","RogerBlazic","#COVID19",2020-08-31 19:31:33.0,"This is how life should BE BLZBKZOfficeBLZMetroparkMondayMotivation COVID19 MondayMorning mondaythoughts MoreSmilesPerGallon MondayMood Coronavirus TrumpRiots TrumpIsUnwell TrumpMeltdown TrumpViolence TrumpsAmerica TrumpIsALaughingStock ", "0"
"425","bmsalmighty","#COVID19",2020-08-31 19:31:32.0,"RT celliottability Today Ontario is reporting 114 cases of COVID19 a 03 increase as the province processed nearly 25100 tests Loca", "0"
"426","harrisonlowman","#COVID19",2020-08-31 19:31:32.0,"Premier Ford seems to be saying that while doctors and frontline workers in Ont have stepped up to the COVID19 challenge teachers teachers unions have not onpoli", "0"
"427","Kailash43247225","#COVID19",2020-08-31 19:31:32.0,"RT LiveLawIndia A 17year old JEE aspirant has written a Letter today to Chief Justice of India praying to Postpone NEETJEE in view of", "0"
"428","stevestockmar","#COVID19",2020-08-31 19:31:32.0,"Az Broadway Theatre in Peoria will light its building red Tuesday to raise awareness of the live event industrys financial plight as a result of COVID19 AzNewsmedia WeMakeEvents RedAlertRESTART ExtendPUA ", "0"
"429","Laprimatti","#COVID19",2020-08-31 19:31:32.0,"chicagosmayor TheChiFirstLady chipublib Where are your masks GASP And no social distancing here Lightfoot COVID19 MasksOff Trump2020", "0"
"430","AsAPersonIam","#COVID19",2020-08-31 19:31:31.0,"RT JAMAcurrent Does the COVID19 vaccine work The answer will depend on the incidence and prevalence of infection and the balance be", "0"
"431","thedeebxtch","#COVID19",2020-08-31 19:31:31.0,"RT tweetaphone My thoughts on this years amazing holidays Ive had  COVID19 ", "0"
"432","COVID_Scale","#COVID19",2020-08-31 19:31:30.0,"On realDonaldTrumps watch 187410 Americans have died from COVID19 220 of all deaths worldwide That is about the same as 1874 The Station nightclub fires which killed 100 people in 2003 ", "0"
"433","APC82236815","#COVID19",2020-08-31 19:31:30.0,"RT sabraklein1998 Il6 keeps showing up higher in males older adults and patients with severe covid19 Antibodies to SARSCoV2 show th", "0"
"434","blogdiva","#COVID19",2020-08-31 19:31:30.0,"RT WHO 3 individuals must play their part by taking the measures we know work to protect themselves  others stay at least o", "0"
"435","TWINGORMITTI","#COVID19",2020-08-31 19:31:29.0,"Good news At todays WHO briefing senior advisor Dr Bruce Aylward said theres some encouraging signs that even these upswings in COVID19 cases can be turned around much more rapidly than they were in the spring because of the knowledge skill and capacities that have been built", "0"
"436","Wendycroy888","#COVID19",2020-08-31 19:31:29.0,"RT WHO 1 prevent amplifying events2 reduce deaths by protecting vulnerable groups3 take the individual steps to protect your", "0"
"437","DanRubinRTG","#COVID19",2020-08-31 19:31:29.0,"RT RoundTableGroup Legal teams advising businesses play a critical role in helping their clients navigate this pandemic and avoid litiga", "0"
"438","chooks0","#COVID19",2020-08-31 19:31:28.0,"realDonaldTrump Oh and btw 180000 Americans dead from COVID19 right now Where we at on that Mr President", "0"
"439","Kailash43247225","#COVID19",2020-08-31 19:31:28.0,"RT barandbench Breaking A 17year old JEE aspirant through advocatealakh sends a letter today to CJI SA Bobde praying to postpone NE", "0"
"440","AndrewBritt16","#COVID19",2020-08-31 19:31:27.0,"RT WonderWoman2KAG So TheDemocrats say to FollowTheScience 50 of Covid19 tests were wrong  94 of CV19 deaths WERENT DUE TO C", "0"
"441","cynthiaberra","#COVID19",2020-08-31 19:31:27.0,"RT antonioguterres Both COVID19 and the climate crisis have raised fundamental questions about how to ensure the health  wellbeing of", "0"
"442","Sadaf1394","#COVID19",2020-08-31 19:31:27.0,"RT iranpolicy Iran The Peoples Mojahedin Organization of Iran PMOI  MEK announced this afternoon Aug 31 2020 that Coronavirus", "0"
"443","3dogmom2015","#COVID19",2020-08-31 19:31:26.0,"RT justinhart 1 ICYMI Every day MLevittNP2013 is being proven right Infections of COVID19 seem to peak between 10 and 15 before", "0"
"444","BMarchandot","#COVID19",2020-08-31 19:31:26.0,"Glad to see our paper online THJournalThanks to AnaiissC  ATrimaille adriencarmona   Matsuken22  macromik  and the rest of our amazing team from the cardiology radiology and hematology departments CHRUStrasbourg  teamwork Covid19 ", "0"
"445","TNPAustin","#COVID19",2020-08-31 19:31:25.0,"TNP Ambassador Tara Holder had a great visit w DadePhelan this morning TY for all youre doing to carry the district through COVID19  now the fallout of HurricaneLaura We look forward to working w you next session to make red tape reform permanent for Texans txlege ", "0"
"446","blogdiva","#COVID19",2020-08-31 19:31:25.0,"RT WHO By protecting those who are most at risk countries can save lives prevent people becoming severely ill and take the pressure o", "0"
"447","gigiwarriorgirl","#COVID19",2020-08-31 19:31:24.0,"atrupar That is NOT news We know the elderly and those with preexisting conditions are more likely to succumb to COVID19  Ask this  Would the 53 year old diabetic still be alive if he had not contracted COVID19  YES Then he died FROM COVID but with diabetes", "0"
